year_,state_,state_po,candidate,party_detailed,candidate_vote
2016,MISSOURI,MO,HILLARY CLINTON,DEMOCRAT,1071068
2016,MISSOURI,MO,GARY JOHNSON,LIBERTARIAN,97359
2016,MISSOURI,MO,JILL STEIN,GREEN,25419
2016,MISSOURI,MO,DARRELL L. CASTLE,CONSTITUTION PARTY,13092
2016,MISSOURI,MO,,,7156
2016,MONTANA,MT,DONALD J. TRUMP,REPUBLICAN,279240
2016,MONTANA,MT,HILLARY CLINTON,DEMOCRAT,177709
2016,MONTANA,MT,GARY JOHNSON,LIBERTARIAN,28037
2016,MONTANA,MT,JILL STEIN,GREEN,7970
2016,MONTANA,MT,ROQUE ROCKY DE LA FUENTE,AMERICAN DELTA PARTY,1570
2016,NEBRASKA,NE,DONALD J. TRUMP,REPUBLICAN,495961
2016,NEBRASKA,NE,HILLARY CLINTON,DEMOCRAT,284494
2016,NEBRASKA,NE,GARY JOHNSON,LIBERTARIAN,38946
2016,NEBRASKA,NE,,,16051
2016,NEBRASKA,NE,JILL STEIN,NOMINATED BY PETITION,8775
2016,NEVADA,NV,HILLARY CLINTON,DEMOCRAT,539260
2016,NEVADA,NV,DONALD J. TRUMP,REPUBLICAN,512058
2016,NEVADA,NV,GARY JOHNSON,LIBERTARIAN,37384
2016,NEVADA,NV,NONE OF THE ABOVE,,28863
2016,NEVADA,NV,KYLE KENLEY KOPITKE,INDEPENDENT AMERICAN,5268
2016,NEVADA,NV,ROQUE ROCKY DE LA FUENTE,NO PARTY AFFILIATION,2552
2016,NEW HAMPSHIRE,NH,HILLARY CLINTON,DEMOCRAT,348526
2016,NEW HAMPSHIRE,NH,DONALD J. TRUMP,REPUBLICAN,345790
2016,NEW HAMPSHIRE,NH,GARY JOHNSON,LIBERTARIAN,30777
2016,NEW HAMPSHIRE,NH,,,9618
2016,NEW HAMPSHIRE,NH,JILL STEIN,GREEN,6496
2016,NEW HAMPSHIRE,NH,SCATTERING,,2411
2016,NEW HAMPSHIRE,NH,ROQUE ROCKY DE LA FUENTE,AMERICAN DELTA PARTY,678
2016,NEW JERSEY,NJ,HILLARY CLINTON,DEMOCRAT,2148278
2016,NEW JERSEY,NJ,DONALD J. TRUMP,REPUBLICAN,1601933
2016,NEW JERSEY,NJ,GARY JOHNSON,LIBERTARIAN,72477
2016,NEW JERSEY,NJ,JILL STEIN,GREEN,37772
2016,NEW JERSEY,NJ,DARRELL L. CASTLE,CONSTITUTION PARTY,6161
2016,NEW JERSEY,NJ,ALYSON KENNEDY,SOCIALIST WORKERS,2156
2016,NEW JERSEY,NJ,ROQUE ROCKY DE LA FUENTE,AMERICAN DELTA PARTY,1838
2016,NEW JERSEY,NJ,MONICA MOOREHEAD,WORKERS WORLD PARTY,1749
2016,NEW JERSEY,NJ,GLORIA ESTELLA LA RIVA,SOCIALISM AND LIBERATION PARTY,1682
2016,NEW MEXICO,NM,HILLARY CLINTON,DEMOCRAT,385234
2016,NEW MEXICO,NM,DONALD J. TRUMP,REPUBLICAN,319667
2016,NEW MEXICO,NM,GARY JOHNSON,LIBERTARIAN,74541
2016,NEW MEXICO,NM,JILL STEIN,GREEN,9879
2016,NEW MEXICO,NM,EVAN MCMULLIN,BETTER FOR AMERICA,5825
2016,NEW MEXICO,NM,DARRELL L. CASTLE,CONSTITUTION PARTY,1514
2016,NEW MEXICO,NM,GLORIA ESTELLA LA RIVA,SOCIALISM AND LIBERATION PARTY,1184
2016,NEW MEXICO,NM,ROQUE ROCKY DE LA FUENTE,AMERICAN DELTA PARTY,475
2016,NEW YORK,NY,HILLARY CLINTON,DEMOCRAT,4379789
2016,NEW YORK,NY,DONALD J. TRUMP,REPUBLICAN,2527142
2016,NEW YORK,NY,DONALD J. TRUMP,CONSERVATIVE,292392
2016,NEW YORK,NY,HILLARY CLINTON,WORKING FAMILIES,140041
2016,NEW YORK,NY,GARY JOHNSON,INDEPENDENCE,119156
2016,NEW YORK,NY,JILL STEIN,GREEN,107934
2016,NEW YORK,NY,BLANK VOTE,,77179
2016,NEW YORK,NY,GARY JOHNSON,LIBERTARIAN,57442
2016,NEW YORK,NY,SCATTERING,,48447
2016,NEW YORK,NY,HILLARY CLINTON,WOMEN'S EQUALITY,36294
2016,NEW YORK,NY,,,12816
2016,NEW YORK,NY,VOID VOTE,,3452
2016,NORTH CAROLINA,NC,DONALD J. TRUMP,REPUBLICAN,2362631
2016,NORTH CAROLINA,NC,HILLARY CLINTON,DEMOCRAT,2189316
2016,NORTH CAROLINA,NC,GARY JOHNSON,LIBERTARIAN,130126
2016,NORTH CAROLINA,NC,SCATTERING,,47386
2016,NORTH CAROLINA,NC,,,12105
2016,NORTH DAKOTA,ND,DONALD J. TRUMP,REPUBLICAN,216794
2016,NORTH DAKOTA,ND,HILLARY CLINTON,DEMOCRAT,93758
2016,NORTH DAKOTA,ND,GARY JOHNSON,LIBERTARIAN,21434
2016,NORTH DAKOTA,ND,,,6397
2016,NORTH DAKOTA,ND,JILL STEIN,GREEN,3780
2016,NORTH DAKOTA,ND,DARRELL L. CASTLE,CONSTITUTION PARTY,1833
2016,NORTH DAKOTA,ND,ROQUE ROCKY DE LA FUENTE,AMERICAN DELTA PARTY,364
2016,OHIO,OH,DONALD J. TRUMP,REPUBLICAN,2841005
2016,OHIO,OH,HILLARY CLINTON,DEMOCRAT,2394164
2016,OHIO,OH,,NO PARTY AFFILIATION,198733
2016,OHIO,OH,JILL STEIN,GREEN,46271
2016,OHIO,OH,,,16314
2016,OKLAHOMA,OK,DONALD J. TRUMP,REPUBLICAN,949136
2016,OKLAHOMA,OK,HILLARY CLINTON,DEMOCRAT,420375
2016,OKLAHOMA,OK,GARY JOHNSON,LIBERTARIAN,83481
2016,OREGON,OR,HILLARY CLINTON,DEMOCRAT,1002106
2016,OREGON,OR,DONALD J. TRUMP,REPUBLICAN,782403
2008,MISSOURI,MO,CYNTHIA MCKINNEY,,80
2016,OREGON,OR,GARY JOHNSON,LIBERTARIAN,94231
2016,OREGON,OR,OTHER,,72594
2016,OREGON,OR,JILL STEIN,GREEN,50002
2016,PENNSYLVANIA,PA,DONALD J. TRUMP,REPUBLICAN,2970733
2016,PENNSYLVANIA,PA,HILLARY CLINTON,DEMOCRAT,2926441
2016,PENNSYLVANIA,PA,GARY JOHNSON,LIBERTARIAN,146715
2016,PENNSYLVANIA,PA,JILL STEIN,GREEN,49941
2016,PENNSYLVANIA,PA,DARRELL L. CASTLE,CONSTITUTION PARTY,21572
2016,RHODE ISLAND,RI,HILLARY CLINTON,DEMOCRAT,252525
2016,RHODE ISLAND,RI,DONALD J. TRUMP,REPUBLICAN,180543
2016,RHODE ISLAND,RI,GARY JOHNSON,LIBERTARIAN,14746
2016,RHODE ISLAND,RI,,,9439
2016,RHODE ISLAND,RI,JILL STEIN,GREEN,6220
2016,RHODE ISLAND,RI,ROQUE ROCKY DE LA FUENTE,AMERICAN DELTA PARTY,671
2016,SOUTH CAROLINA,SC,DONALD J. TRUMP,REPUBLICAN,1155389
2016,SOUTH CAROLINA,SC,HILLARY CLINTON,DEMOCRAT,855373
2016,SOUTH CAROLINA,SC,GARY JOHNSON,LIBERTARIAN,49204
2016,SOUTH CAROLINA,SC,EVAN MCMULLIN,INDEPENDENCE,21016
2016,SOUTH CAROLINA,SC,JILL STEIN,GREEN,13034
2016,SOUTH CAROLINA,SC,DARRELL L. CASTLE,CONSTITUTION PARTY,5765
2016,SOUTH CAROLINA,SC,PETER SKEWES,AMERICAN,3246
2016,SOUTH DAKOTA,SD,DONALD J. TRUMP,REPUBLICAN,227721
2016,SOUTH DAKOTA,SD,HILLARY CLINTON,DEMOCRAT,117458
2016,SOUTH DAKOTA,SD,GARY JOHNSON,LIBERTARIAN,20850
2016,SOUTH DAKOTA,SD,DARRELL L. CASTLE,CONSTITUTION PARTY,4064
2016,TENNESSEE,TN,DONALD J. TRUMP,REPUBLICAN,1522925
2016,TENNESSEE,TN,HILLARY CLINTON,DEMOCRAT,870695
2016,TENNESSEE,TN,,INDEPENDENT,100618
2016,TENNESSEE,TN,,,13789
2016,TEXAS,TX,DONALD J. TRUMP,REPUBLICAN,4685047
2016,TEXAS,TX,HILLARY CLINTON,DEMOCRAT,3877868
2016,TEXAS,TX,GARY JOHNSON,LIBERTARIAN,283492
2016,TEXAS,TX,JILL STEIN,GREEN,71558
2016,TEXAS,TX,,,51261
2016,UTAH,UT,DONALD J. TRUMP,REPUBLICAN,515211
2016,UTAH,UT,HILLARY CLINTON,DEMOCRAT,310674
2016,UTAH,UT,EVAN MCMULLIN,NO PARTY AFFILIATION,255060
2016,UTAH,UT,GARY JOHNSON,LIBERTARIAN,39608
2016,UTAH,UT,DARRELL L. CASTLE,CONSTITUTION PARTY,8032
2016,UTAH,UT,KYLE KENLEY KOPITKE,INDEPENDENT AMERICAN,2732
2016,VERMONT,VT,HILLARY CLINTON,DEMOCRAT,178573
2016,VERMONT,VT,DONALD J. TRUMP,REPUBLICAN,95369
2016,VERMONT,VT,,,22899
2016,VERMONT,VT,GARY JOHNSON,LIBERTARIAN,10078
2016,VERMONT,VT,JILL STEIN,GREEN,6758
2016,VERMONT,VT,BLANK VOTE,,4574
2016,VERMONT,VT,ROQUE ROCKY DE LA FUENTE,INDEPENDENT,1063
2016,VERMONT,VT,VOID VOTE,,826
2016,VERMONT,VT,GLORIA ESTELLA LA RIVA,LIBERTY UNION PARTY,327
2016,VIRGINIA,VA,HILLARY CLINTON,DEMOCRAT,1981473
2016,VIRGINIA,VA,DONALD J. TRUMP,REPUBLICAN,1769443
2016,VIRGINIA,VA,GARY JOHNSON,LIBERTARIAN,118274
2016,VIRGINIA,VA,EVAN MCMULLIN,INDEPENDENT,54054
2016,VIRGINIA,VA,,,31870
2016,VIRGINIA,VA,JILL STEIN,GREEN,27638
2016,WASHINGTON,WA,HILLARY CLINTON,DEMOCRAT,1742718
2016,WASHINGTON,WA,DONALD J. TRUMP,REPUBLICAN,1221747
2016,WASHINGTON,WA,GARY JOHNSON,LIBERTARIAN,160879
2016,WASHINGTON,WA,,,107805
2016,WASHINGTON,WA,JILL STEIN,GREEN,58417
2016,WASHINGTON,WA,DARRELL L. CASTLE,CONSTITUTION PARTY,17623
2016,WASHINGTON,WA,ALYSON KENNEDY,SOCIALIST WORKERS,4307
2016,WASHINGTON,WA,GLORIA ESTELLA LA RIVA,SOCIALISM AND LIBERATION PARTY,3523
2016,WEST VIRGINIA,WV,DONALD J. TRUMP,REPUBLICAN,489371
2016,WEST VIRGINIA,WV,HILLARY CLINTON,DEMOCRAT,188794
2016,WEST VIRGINIA,WV,GARY JOHNSON,LIBERTARIAN,23004
2016,WEST VIRGINIA,WV,JILL STEIN,GREEN,8075
2016,WEST VIRGINIA,WV,DARRELL L. CASTLE,CONSTITUTION PARTY,3807
2016,WISCONSIN,WI,DONALD J. TRUMP,REPUBLICAN,1405284
2016,WISCONSIN,WI,HILLARY CLINTON,DEMOCRAT,1382536
2016,WISCONSIN,WI,GARY JOHNSON,LIBERTARIAN,106674
2016,WISCONSIN,WI,JILL STEIN,GREEN,31072
2016,WISCONSIN,WI,SCATTERING,,22764
2016,WISCONSIN,WI,,,12386
2016,WISCONSIN,WI,DARRELL L. CASTLE,CONSTITUTION PARTY,12162
2016,WISCONSIN,WI,MONICA MOOREHEAD,WORKERS WORLD PARTY,1770
2016,WISCONSIN,WI,ROQUE ROCKY DE LA FUENTE,AMERICAN DELTA PARTY,1502
2016,WYOMING,WY,DONALD J. TRUMP,REPUBLICAN,174419
2016,WYOMING,WY,HILLARY CLINTON,DEMOCRAT,55973
2016,WYOMING,WY,GARY JOHNSON,LIBERTARIAN,13287
2016,WYOMING,WY,,,6904
2016,WYOMING,WY,,INDEPENDENT,3224
2016,WYOMING,WY,BLANK VOTE,,2661
2016,WYOMING,WY,DARRELL L. CASTLE,CONSTITUTION PARTY,2042
2016,WYOMING,WY,OVER VOTE,,278
2020,ALABAMA,AL,JOSEPH R. JR BIDEN,DEMOCRAT,849624
2020,ALABAMA,AL,DONALD J. TRUMP,REPUBLICAN,1441170
2020,ALABAMA,AL,JO JORGENSEN,LIBERTARIAN,25176
2020,ALABAMA,AL,,,7312
2020,ALASKA,AK,JOSEPH R. JR BIDEN,DEMOCRAT,153778
2020,ALASKA,AK,DONALD J. TRUMP,REPUBLICAN,189951
2020,ALASKA,AK,JO JORGENSEN,LIBERTARIAN,8897
2020,ALASKA,AK,ROQUE ROCKY DE LA FUENTE,ALLIANCE,318
2020,ALASKA,AK,BROCK PIERCE,INDEPENDENT,825
2020,ALASKA,AK,JAMES G. JESSE VENTURA JANOS,GREEN,2673
2020,ALASKA,AK,DON BLANKENSHIP,CONSTITUTION PARTY,1127
